Wow!	वाह!
and in six months	और छः महीनों में
game	खेल
there was a war going on as you know	और जैसा कि आपको पता ही है उस समय एक युद्ध चल रहा था
music	संगीत
products have gone to the market a few	कुछ उत्पाद बाज़ार तक पहुँचे हैं
at the hotel that we first stayed in when we got to the us	उसी होटल में जहाँ हम अमरीका आने के बाद पहली बार ठहरे थे
and we met a woman	फिर एक औरत से मिले
you say it	अब तुम बोलो
one feels big	खुद को बड़ा महसूस करते
and that is for me	और यह मेरे लिए
somewhere over there is it	जो वहाँ कहीं दूर है है ना
my big idea	मेरा शानदार सुझाव
so how did that happen	तो यह कैसे हुआ
and yet nobody listened to them	और तब भी किसी ने उनकी बात न सुनी
children can sleep through the night	बच्चे सारी रात आराम से सो सकते है
but my father	लेकिन मेरे पिता
but still school was where we wanted to be	लेकिन फिर भी स्कूल था जहाँ हम होना चाहते थे
this is what i have found	मुझे ये पता चला है
eventually get through this	बाहर निकाला जा सके
forgot this	इसे भूल गया
and if the story is a good one	और अगर कहानी अच्छी हो तो
because its really the only place we fit	क्योंकि शायद हम केवल यही करने के लायक थे
and we can go here	और हम यहाँ जा सकते हैं
you can state it in a way	तो आप कुछ इस तरह से कर सकते हैं
nonsense you cant have it all you cant	सब बकवास है तुम सब नहीं पा सकते हो बस नहीं पा सकते हो
thinking of starting work	नया काम शुरु करने का विचार कर रहे है
prize	पुरस्कार
is	है
and open up	खोल सकते हैं
because they didnt believe us	क्योंकि उन्हें हम पर विश्वास नहीं हुआ
somewhere over there	कहीं दूर
respect	सम्मान
thank you thank you very much thank you	धन्यवाद धन्यवाद धन्यवाद
imagine their congratulations	अब उस व्यक्ति की शुभकामनाएं
got to know me	जो वो मिल पायी
in order to be who they were	वो होने के लिए जो वो थे
that are very very tiny	जो बहुत बहुत छोटी हैं
my hair used to be straight	मेरे बाल सीधे हो जाते थे
i learned one thing	मैंने एक बात सीखी
because you do this if anyone runs after money	क्योंकि अगर कोई पैसे के पीछे ही भागता रहे
music	संगीत
this is a new work its a new program	यह नया काम है एक नया कार्यक्रम है
fate	भाग्य
my own journey to work with these children	इन बच्चों के लिए काम करने की मेरी अपनी यात्रा
about who you are and what you feel	कि आप कौन हैं और कैसा महसूस कर रहे हैं
music	संगीत
also people like myself	और ये भी कि मेरे जैसे लोग
in order to live fully	पूरी तरह से जीने के लिए
we are not talking about	की बात हम नहीं कर रहे हैं
he was about years old	वह तकरीबन बरस का था
we thought we could build it	हमने सोचा हम बना सकते है
and what did we talk about	तो हम क्या बोलते
are starting to eat like us and live like us and	भोजन ले रहे हैं जी रहे हैं और मर रहे हैं
open it up	इसे खोल सकते हैं
they should look at the pictures and remember what has happened in the story	उन्हें तस्वीरों को देखना चाहिए और कहानी में जो कुछ हो चुका है उसे याद करना चाहिए
she also never said yes	बात यह है कि उसने कभी हाँ भी नहीं कहा था
western indian food	पश्चिम भारतीय खाना
because then i realized i could make the money	क्योंकि तब तक मुझे पता लग गया था कि मैं पैसे बना सकता था
how much	कितना
and his brother	और उनके भाई
to take a year off	एक साल की छुट्टी लेकर
education	शिक्षा
no access to my own country	मेरा अपने देश में जाना तक मना है
who will get the help	सहायता किसे मिलेगी
thank you guys	आप लोगों को धन्यवाद
when i was a little girl	जब मैं छोटी थी
of what learning can look like	और सीखना कैसा हो सकता है
never would india have thought on this scale before	भारत ने इस पैमाने पे पहले कभी नहीं सोचा था
and who knows maybe in another years	और कौन जानता है हो सकता है कि साल बाद
which meant not only a salary	जिसका अर्थ है ना केवल वेतन
i dont know if people will remember this	मैं नहीं जनता लोगों को ये याद भी है या नहीं
and thats how it goes	और यह ऐसे चलता है
but what were going to talk about in this	मगर आज जो बात हम करने जा रहे हैं
so this is one that they found	तो यह एक है
sometimes he says	वे कभी कहते हैं
im asking you for these children	मैं आपसे कह रही हूँ इन बच्चों के लिए
were we being followed	थे हम पर जाया जा रहा है
and so now the chinese government who for a dozen years	तो अब चीनी सरकार जो साल से
and you know what happened	और आप को पता है क्या हुआ
a year later	एक साल बाद
this is a room	कमरे भर
to find these kids	ऐसे बच्चों को ढूँढने का
so in less than a month	तो एक महीने से कम समय में
we wouldnt have have that stuff right	ये सब कुछ नहीं होता हमारे पार है न
what to do if you wish to complain	आप क्या कर सकते हैं अगर आप को शिकायत करनी हो
made up of people	लोगों से बना
to one big question	एक सवाल उठता है
so before i go any further	तो इस से पहले मैं कुछ कहूँ
and something else happened instead	और कुछ और हुआ
but at the same time	लेकिन उसी समय मुझे यह भी लगता है कि
i am thinking now	मैं अब सोच रहा हूँ
were you	क्या आप
because those had been in the news lately	क्योंकि वे हाल ही में खबर में थीं
in some way	किसी तरह से
we make them every day	हम ये हर दिन करते हैं जैसे कि
bat and ball	बैट और गेंद
game	खेल
do you know why	पता है क्यों
that starts in a couple months	जो आने वाले महीने में शुरु होगा
and here they are	ये रहे
i have done whatever i wanted to	मैंने वही किया है जो मैं करना चाहता था
and then	और फिर
and im really looking forward to a time	मैं आने वाले एक ऐसे समय की उम्मीद करता हूँ
are percent	पूरी सौ प्रतिशत
is also what is best for the world	वही पूरे विश्व के लिए भी सबसे अच्छा होगा
and we were all about years old younger guys	और हम सब के आसपास थे उससे छोटे लड़के थे
lets admit it	आज मान ही लेते हैं
so half a year ago	तो एक आधे साल पहले
for that world	दुनिया के लिए
and because of the fact that there have been many people	और इस वजह से की कई लोगों को
which she could use	जो वो उपयोग कर सके
a lot of the secret of what we did	रहस्य की बात है
on a low income	कम आमदनी पर है
who love what they do	जो प्यार करते हैं जो वे करते हैं
so with help from old and new friends	इसलिए अपने नए और पुराने दोस्तों की मदद से
thank you thank you very much	धन्यवाद बहुत बहुत धन्यवाद
where did it come from	यह ताकत कहां से आती है
mumbai capital of maharashtra	मुम्बई महाराष्ट्र राज्य की राजधानी
what they had in common	उनमें जो चीज़ एक सी थी
into the environment	ज़ोर लगा रही हैं
perhaps	शायद
will agree that its not difficult	मेक्सिको से प्यार करना
i sat down	तब एक दिन मैंने बैठ कर
i was not allowed to speak with anyone	मैं किसी से बात नहीं कर सकता था
we have tried everything	हमने हर तरह की कोशिश के
history	इतिहास
it didnt work	यह काम नहीं आया
and then i asked myself the question	और फिर मेने आपने आपको ये सवाल किया
history of the word china	चीन नाम का इतिहास
of just a few people	कुछ ही लोगों का
for the first time	पहली बार
maybe someday we will but until then	शायद किसी दिन हम करेंगे लेकिन तब तक
and i think its a great book	और मुझे लगता है कि यह एक महान उपन्यास है
so we decided we would also look at the children	इसलिए हमने भी बच्चों को देखा
help	सहायता
not every day is going to offer us a chance	हर दिन हमे मौका नहीं मिलेगा किसी की
and you know that	आप यह जानते हैं
everyone in your country	आपके देश के सभी लोग
is not	नहीं है
thank you very much	धन्यवाद
believe in god	ईश्वर में विश्वास करना
thank you	धन्यवाद
so it turns out	तो यह पता चला है
we dont know	हम नहीं जानते
and this is what i got	और मुझे यह मिला
education	शिक्षा
thank you	धन्यवाद
history	इतिहास
which is i only wish for one thing	कि मुझे बस एक ही इच्छा है
of people out there	लोग हैं जो कि
last month	पिछले महीने
politics	राजनीति
on that case	इस मामले पे
this is what its all about	इस सबका मतलब यही है
and before we say something is out of this world	और इससे पहले कि हम इस दुनिया के बाहर का कुछ कहे
they took him for lunch	वो उनको भोजन के लिए लेकर गए
a thats not me	पहली बात मैं ऐसी नहीं हूँ
but not those of foreign languages	लेकिन विदेशी भाषाओं के नहीं
here we are talking about countries growing at eight to nine percent	यहाँ हम आठ से नौ प्रतिशत पर बढ़ रहे देश के बारे में बात कर रहे हैं
and was able to return home	और वो घर वापस आ सका
so it was a different india	तो ये एक अलग भारत था
we have hear this week	इस सप्ताह हमने
and explained them and the whole thing	और समझाया और सारा कुछ किया
thank you	धन्यवाद
come on	चलो
government	सरकार
after this	इसके बाद
one reason	एक कारण ये है कि
and we asked this woman	और हमने इस से पूछा
its jumped years	यह बीस साल आगे पहुँच गया है
which just i hope in a hundred years	जिसके बारे में मुझे उम्मीद है कि एक सौ साल के बाद
and when you feel that way	और जब तुम उस तरह महसूस करते हो
its not even new	और तो और ये नया भी नहीं है
number one	पहली बात
whether you like it or not	चाहे आप उसे पसंद करें या ना करें
and decided	और मैंने पहचाना कि
about one person a month	लगभग एक महीने में एक आदमी
we could not believe it	हमें विश्वास ही नहीं हुआ
which for many of you as you all recognize	जिसे आप सब समझते हैं
did anybody think while i was playing	जब मैं बजा रहा था तो क्या किसी ने सोचा
and what were looking for	और हम जो देख रहे हैं वो है
at that time a large amount of money	उस समय बहुत सारा पैसा
and eating anything that came in between	और बीच मे जो मिले वो खाना
with three things	तीन संदेश दे कर जाऊँगा
when you met a very poor person	जब आप किसी बहुत ही गरीब व्यक्ति से मिलते थे
but not to worry	पर चिंता की बात नहीं है
population	जनसंख्या
thats not bad is it	बुरा नहीं है है क्या
the languages spoken in india	भारत में बोली जाने वाली भाषाएं
as they learn to speak and read	जब वो पढ़ना लिखना सीख रहे हों
and they do	और वे करते है
these are the interesting ones	यह दिलचस्प होते हैं
now it can be dangerous	ये बहुत खतरनाक हो सकता है
in the last couple of years now	तो पिछले कुछ सालों में
which country is that	कौनसा देश है वो
now this is in	और ये सब हो रहा है में
music	संगीत
when he finished the story i said to him	जब कहानी ख़तम हुई तब मैंने कहा
now they might have liked to have done that here	अब यहां वो ये करना चाहते होंगे
were more than that	हम उससे बढ़ कर कुछ है
and at that time two years ago	और दो साल पहले उस समय
you think you know right and wrong	तुम्हें लगता है तुम्हे पता है कि क्या सही और गलत है
over the last years	पिछले सालों से
percent	प्रतिशत
many kids in the world cant go to school	दुनिया में ऐसे बहुत सारे बच्चे हैं जो स्कूल नहीं जा पाते
i asked them why	मैंने उन से पूछा क्यों
and im going to use it	और मैं इसे इस्तेमाल करने जा रहा हूँ
and going into something else	और जा रहे होते हैं कहीं और
was so big that i cried	इतना था कि मैं रो पड़ी
this is what we hope may happen	हमारी यह उम्मीद पूरी हो सकती हैं
the answer is	जवाब है
history	इतिहास
and all of thats great and its fine	और यह सब महान है ठीक है
dictionary	शब्दकोष
you couldnt tell the difference between	आप कोई फ़र्क नहीं बता पाते
this country over here is china this is india	यहाँ यह देश चीन है यह भारत है
and you know what even easy	और पता है आपको आसान भी
we eat this stuff up	हम इसे पसंद करते हैं
and that doesnt seem entirely fair	और यह सब पूरी तरह से ठीक नहीं लगता
children want to make things children want to do things	बच्चे चीज़ें बनाना चाहते हैं बच्चे कुछ करना चाहते हैं
and something else happened instead	और कुछ और हुआ
there are a lot of us	हमारे जैसे कई और लोग हैं
then we can open the book	फिर हम किताब खोल सकते हैं
to steal it	संगीत चुराने के लिए
so maybe you know	तो शायद आप यह समझे
environment	पर्यावरण
and this starts right now and depends on you	और यह अभी शुरू होता है और आप पर निर्भर करता है
i want to look now if i may	मैं देखना चाहता हूँ अगर मैं कर सकता हूँ तो
well this is one thing you can do about them	एक चीज़ तो हम कर सकते हैं
and no matter what country you live or work in	और चाहे आप किसी भी देश में रहते या काम करते हों
from the beginning that how	कि कैसे
so here is my point	तो मैं यह कहना चाहती हूँ
complaining about services	सेवाओं के बारे में शिकायत करना
and they started talking about it and doing things with it	और वे इसके बारे में बात करने लगे और इसके साथ कुछ खेलने लगे
music	संगीत
they love them	वो उनसे प्यार करते हैं
i really feel	मुझे यह लगता है
when i saw that	जब मैंने यह देखा
a year later	एक साल बाद
learning from you	आप से सीखना
in africa since	अफ़्रीका पर से अब तक
and thats happened now in a number of countries	और कुछ देशों में यह हो रहा है
what do we find in this world of ours today	आज की दुनिया में हम क्या देखते हैं
thank you very much	बहुत बहुत धन्यवाद
maybe not	शायद नहीं है
this is good because	आप जानते हैं यह अच्छा है
on the island	द्वीप पर
you have to act it out	आपको ऐसा बर्ताव करना होगा
could the law do more	क्या क़ानून कुछ और कर सकता है
history	इतिहास
today im going to talk	आज मैं आपको बताने वाला हूँ
everything around them	सब देख सकते हैं
about my country	अपने देश पर
of what they used to look like	वे कैसे लगते थे
these boys here	इन लड़कों ने
and something else happened instead	और कुछ और हुआ
thank you so much	बहुत बहुत धन्यवाद
and then thats her over there	वो वहाँ पर यह लड़की है
also the us and japan	अमेरिका और जापान में भी
and no one raised their hand	और किसी ने हाथ नहीं उठाया
australia	ऑस्ट्रेलिया
history	इतिहास
whats your act two	आप आगे क्या करेंगे
and a story	और एक कहानी
and thats hard to	और ये कठिन है
and weve lost the sense	और हम समझ खो चुके हैं
no	नहीं
history	इतिहास
what can the dentist do	दंत चिकित्सक क्या कर सकता है
am i out of time ok	क्या मेरा समय समाप्त हो गया ठीक
on a low income	की आमदनी कम है
history	इतिहास
politics	राजनीति
talk about the story together	साथ मिलकर कहानी के बारे में बातें करने से
for kids like me	मेरे जैसे बच्चों के लिए
so what s new	तो इसमें नया क्या हैं
our children	हमारे बच्चे
you may say this is not fair	हो सकता है आप कहें कि ये ठीक नहीं
can you build a machine	क्या आप कोई ऐसी मशीन बना सकते हैं
three parts of the constitution	संविधान के तीन भाग
market	बाज़ार
or something like that	या उनकी तरह कुछ
your care in hospital	आपका हस्पताल में ध्यान
on a population of nine billion	नौ अरब की आबादी पर
believe me	यह सब बहुत मजेदार था
history	इतिहास
and which is india	और कौन सा भारत
at learning about the world	इस दुनिया के बारे में सीखने में
are you	क्या आप
i dont know what it would feel like	मैं नहीं जानता कि बीस साल की उम्र के दौरान
and at this time when i was going through	और जब इस बार मैं सोच विचार कर रहा था
and this is an idea if you think about it	अगर आप इसके विषय में विचार करें तो यह आपके
they just talked about it being necessary	उन्होंने बस इसके ज़रूरी होने के बारे में बात की
my dad was not alone	मेरे पिता अकेले नहीं थे
what did the poet himself feel	और स्वयं कवि को कैसा महसूस हो रहा था
its what they do	और वो यही करती हैं
are right on top of each other	बिलकुल एक के ऊपर एक हैं
name	नाम
for miles	पिछले मील से
in a country of a billion people and some	एक अरब से ज्यादा लोगों के देश में
its all in english and im going	सब कुछ अंग्रेजी में है और मैं जा रहा हूँ
but a couple of months later	दो महीनों बाद
would meet a couple of times	कई बार मिले
often one doesnt know what one wants to do	अक्सर लोगों को पता नहीं होता कि वो क्या करना चाहते हैं
i got to look you got to look	तो मैंने देखा देखना ही पड़ा
and thats when i knew	और तब मैंने जाना
a lot of poor people do not have	कई गरीब लोगों के पास
and it has	और चला है
why do i do this	मैं ऐसा क्यों करती हूँ
why is that the case	ऐसा क्यों है
we could have done that	हम वह कर सकते थे
man on a horse	घोड़े पर आदमी
all right lets try this	ठीक है चलो यह कोशिश करें
so im going to end it there	तो अब यहीं पर मैं इसका अंत करने जा रहा हूँ
on top of that	ऊपर से
its something we knew how to do	और हमे पता था कि ये कैसे करना है
he told me to go in his room	उसने मुझे उसके कमरे में जाने को कहा
and i also thought about something	और मैंने ऐसा कुछ भी सोचा जिसने
capital	राजधानी
now follow me on this	अब मेरी इस बात पे ध्यान दे
we have a big problem	एक बहुत बड़ी समस्या है
thank you very much	बहुत बहुत धन्यवाद
it is bound to happen	इसे होना ही है
and about three years ago	और लगभग तीन साल पहले
corruption all the time i want you to know that the people	भ्रष्टाचार हर समय मैं चाहती हूँ कि आप जानें कि लोग
but wed never seen anything like this	लेकिन हमने ऐसा कुछ कभी नहीं देखा था
the first is	सबसे पहले है
there is always going to be	हमेशा कोई दूसरी
what this mother	जो बात यह माँ
for the past two years	पिछले दो सालों में
apart from my work	कुछ भी नहीं है
there are different opinions	अलग अलग विचार हैं
so about that time	उस समय
thats what he said	यह सब उसने ही कहा था
and you have so much to offer to the world	और इस विश्व को बहुत कुछ दे सकते हैं
my journey as an artist	एक कलाकार के रूप में मेरी यात्रा
things like power always on	जैसे हमारे घर में बिजली
i turn to my friend	मैंने अपनी दोस्त को देखा
thank you	धन्यवाद
so how big do you think that is	तो आपको यह कितना बड़ा लगता है
i had a sense of wow	मुझे लगा कि अरे
at this conference	इस सम्मेलन में
to come out in the market	बाज़ार में आने को लेकर काफ़ी उत्सुक हैं
but the more interesting thing is	मगर इस के आगे भी जो मज़ेदार है
we can do that with our children too	यह सवाल हम अपने बच्चों के साथ भी कर सकते हैं
of these three children	इन तीन बच्चों की
and we can think about the future	और हम भविष्य के बारे में सोच सकते हैं
this comes across also	और ये तब भी दिखता है जब
thank you	धन्यवाद
at breakfast time	सुबह नाश्ता करते समय
do it	ऐसा करो
but later	पर बाद में
to make this happen	बड़ी मेहनत की है
it is hard to believe	यह विश्वास करना कठिन है
you know what i love is for example when you see the biggest eye there	आपको पता है मुझे क्या बहुत पसंद है जैसे जब आप वहाँ उस सबसे बड़ी आँख को देखते हैं
these are when	यह तब है जब
you ever thought about that	कभी सोचा आपने इस के बारे में
and that we remain there	और हम वहाँ हैं
is this idea	है यह विचार
i called my mom	मैंने अपनी माँ को फ़ोन किया
but then my father became president of mexico	पर फिर मेरे पिता मेक्सिको के राष्ट्रपति बन गए
but within two years	दो साल के अंदर
weve heard a lot about that	हमने उसके बारे में बहुत सुना है
history	इतिहास
in our houses	कभी नहीं जाती थी
were men	आदमी थे
stayed at the hospital for two years	दो साल के लिए अस्पताल में थी
but i realized no one was doing anything	पर कोई कुछ नहीं कर रहा था
not the doctor	डॉक्टर पर नहीं
is easy here	आसान है
on how far weve come	इस बात पर कि हम कितने आगे आ गए हैं
and by then	और तब तक
true story	सच घटना है ये
i could get access to it	मैं कभी भी उसे प्राप्त कर सकती थी
because it was clear	क्योंकि ये साफ़ था
shes years old	वह बरस की थी
they want what we want for our children	वो भी अपने बच्चों के लिए वही चाहती हैं जो हम चाहते हैं
history	इतिहास
who are these people	लेकिन ये लोग हैं कौन
and you offer a meal to girls in school	अगर वहां स्कूल में एक वक्त का खाना दिया जाता है
at that time	वह ये है कि उस समय
because it wasnt about whether or not it was perfect	क्योंकि बात ये नहीं थी कि कौन सा बेहतर है
and there was no plan	और वहाँ कोई योजना नहीं थी
the world around us and the world inside us	हमारे बहार और हमारे अंदर की दुनिया
so at the end of it	आखिरकार
than all the months of being	उन कई महीनों के मुकाबले
so now what i can do	तो अब
every day in the morning	हर दिन सुबह
now can we do that no and well make ourselves wrong	तो क्या हम ऐसा कर सकते हैं और शायद हम अपने आपको गलत साबित कर दें
by which theres a sort of bridge	आप जो कह रहे हैं और जो आप उनसे कहना चाहेंगे
is just as good as teaching her	उतनी ही अच्छाई है जितनी है
and if you want to go back	और अगर आप वापस जाकर
but the truth is nobody really knows	पर सच्चाई ये है कि सच क्या है कोई नहीं जानता
i think its too easy	मेरे विचार से इस तरह से
and my world is always better than your world	और मेरी दुनिया हमेशा मुझे आपकी दुनिया से बेहतर लगती है
and nobodys going into the pond	और कोई भी तालाब में जाने को तैयार नहीं था
let me give you an example	मैं एक उदाहरण देता हूँ
so thats why it looks maybe a little bit weird	इसलिए यह अजीब लगता है
i was affected	मुझे प्रभाव पड़ा
inside the children	चीज़ें याद रह गईं
and everyone knew the truth	और सब को सच्चाई का पता चल गया
youve already learned first of all	आप पहले से ही सब सीख चुके हैं
the hard thing is this	अब कठिन काम
and then become a fish in the sea the next	और समुद्र में भी मछली की तरह तैर सकते हैं
but we dont always know	लेकिन हमें हमेशा पता नहीं होता है
i dont know	पता नहीं
now that would never happen	और ऐसा कभी भी नहीं होगा
nothing ever happened	लेकिन कभी कुछ नहीं हुआ
and this is where my story starts	और यहाँ से मेरी कहानी शुरू होती है
that you saw everything youve seen	कि हमने भी हर वस्तु कभी
and what i was doing that day	और क्या कर रहा था
china	चीन
for the fact that they can distance themselves	और इस बात पर कि कैसे वो खुद को दूर कर लेते हैं
it feels like being right	यह सही होने जैसा महसूस होता है
its been quite clear	ये साफ़ है कि
the one who never does his homework	जो अपने होमवर्क करता है कभी नहीं
you would have heard this	तो आप ये सुन पाते
what we found	हमने पाया कि
with my little group of a couple dozen people	अपने चौबीस लोगों के छोटे से दल को लेकर भरनी पड़ी
started talking with people everywhere	और हर जगह लोगों के साथ बात करने लगे
that if other people know it or see it	कि अगर दूसरे लोग इसे जान जाएंगे या देख लेंगे
but when she first gets her power	मगर जब उसे अपनी ताकत मिली थी
the same way you and i would	बिलकुल वैसे जैसे हम और आप करते
name	नाम
when and where to place it	और कहा रखना है
its a patient with a heart problem	यह दिल की समस्या का रोगी है
about whatever it is that were coming across	उसके बारे में जो भी हमारे सामने आ रहा है
our job is to look and say	हमारा काम है देखना और ये कहना
so we still have a lot of work to do	तो अभी भी हमे बहुत काम करना है
it made me think	उसने मुझे सोचने पर मजबूर कर दिया है
we should stop looking outside	हमें इसके लिए दूसरों पर निर्भर नहीं होना है
and thats all very true	और वह सब बहुत सच है
friday was a holiday	शुक्रवार को छुट्टी रहती थी
mexico has cancer	मेक्सिको को कैंसर है
well how did this happen	कि ये कैसे बना
which was a problem in europe at the time	जो की उन दिनों यूरोप में समस्या थी
so the idea came to me	तो मुझे ये विचार आया कि
so our children are getting larger but at the same time	हमारे बच्चे बड़े हो रहे हैं लेकिन हम
and ill come back to the beginning where were going to have	और अब मैं वापस शुरु से शुरु करता हूँ
thank you	धन्यवाद
and take it with him	और तभी वे उसे अपने साथ ले जा पाते थे
thank you	धन्यवाद
have you	क्या आप
that we dont always want the same thing	कि सब लोगों को एक ही चीज़ अच्छी नहीं लगती
the other was indian cricket	और दूसरी थी भारतीय क्रिकेट
you would be wrong	तो आप गलत होंगे
how many times have you been told	कितनी बार आपको बताया गया है
i will come to it later	मैं इस पर बाद में आऊँगा
now you might think you and me	और आपको और मुझे लग सकता है
and their love for studying	और पढ़ाई के लिए उनका प्यार
now when were young	जब हम जवान होते हैं
to work with malaria	मलेरिया के खिलाफ़
on a low income	कम आमदनी पर है
education	शिक्षा
we still have a lot to learn	हमें अभी बहुत कुछ सीखना है
over the last few years	पिछले कुछ सालों के दौरान
they will do better this time	विद्यार्थी बेहतर काम कर पायेंगे
soon it become like this	जल्द ही ऐसा होता है
all the time when they talk about it	हर समय जब भी वे इस बारे में बात करते हैं
germany	जर्मनी
not to do the bad thing	कि हम ग़लत काम न करें
what is going to be the future of learning	सीखने का भविष्य क्या है
capital	राजधानी
hospital visiting	हस्पताल में मुलाकात करना
to choose your tea so you can choose which of the two tea you want	अपनी पसंद की चाय लेने दूंगा
i discovered	मैंने पाया कि
you will ever regret	जिसका आपको हमेशा पछतावा रहेगा
thank you	धन्यवाद
you read about it	आप पढ़ते है इस बारे मे
but then they hear from all the family and friends	लेकिन उन्होंने यह परिवार और दोस्तों से सुना था
not killed	मारा नहीं गया
and i said	और मैंने कहा
and you go outside into the real world	के बाहर असली दुनिया में आते है
new mexico	न्यू मेक्सिको
and back home what do you see	और यहाँ आप के घर में आप क्या देखते है
is the people	बनाने वाले लोग हैं
a hundred years ago we didnt	सौ साल पहले हम यह नहीं जानते थे
and if you really want to see the difference	और अगर सच में फ़र्क देखना है
and makes them little	और उन्हें छोटा बना देते हैं
i think you just got a glimpse of the future of education	मुझे लगता है हमें शिक्षा के भविष्य की एक झलक देखने को मिली है
you can be happy	आप खुश रह सकते हो
in the last five years	पिछले पाँच सालों मे
where to go on its own	अपने आप कहा जाना जान सकता है
i would want to quit	मैं छोड़ने के लिए करना चाहते हैं
sometimes there was no words	कभी कभी कोई शब्द नहीं होते थे
after some months he was released	कुछ महीनों के बाद उन्हें रिहा कर दिया गया
at their own time	अपने समय पर कर सकते हैं
what youre doing is when you stand up	आप क्या कर रहे हैं जब आप खड़े होते हैं
i think we have a problem in mexico	मैं सोचता हूँ कि हमारे पास मेक्सिको में समस्या है
well i had some more that i was going to tell you	वैसे मेरे पास और भी कुछ था जो मैं बताने वाला था
we know how to do this better	हम जानते है कि इस से बेहतर कैसे हो सकता है
for many years	कई सालों से
and we stop them in their tracks	और उन्हें हम उनके रास्ते में ही रोक देते हैं
because it isnt what they do its who they are they say	क्योंकि यह नहीं कि वे क्या करते है ये वही हैं वे कहते हैं
you can find out in two minutes	आप दो मिनट में पता कर सकते हैं
now that is something	अब ये हुई न कोई बात
you can decide who that will be	इन में से कौन होगा आप निर्णय कर सकती हैं
and ill get to why it didnt work	और यह क्यों काम नहीं किया मैं बताने जा रहा हूँ
like youre the enemy	जैसे आप मेरे दुश्मन है
other than the fact that i couldnt get into any	वैसे मेरा कहीं हुआ भी नहीं था
a few years before the rest of us	हम सब बाकी लोगों से कुछ साल पहले
what do they look like	ये कैसे लगते हैं
thank you	धन्यवाद
thank you	धन्यवाद
thank you	धन्यवाद
well the answer to that question	तो इस सवाल का जवाब
it isnt	ऐसा नहीं है
billion people	अरब लोग
and it turns out that they were found	और यह पता चला कि वे पाए गए थे
and i think	और मुझे लगता है
he really has no idea	वह सच में नहीं पता है
china i believe still has	चीन मेरे हिसाब से अभी भी
why did i say that	मैंने ऐसा क्यों कहा
but what were finding around the world over and over again	पर हमें सारी दुनिया में पता चल रहा है बार बार
education	शिक्षा
and they also have electricity	और उनके पास बिजली भी हैं
because as people walk they spend money	क्योंकि जब लोग चलते है तो वो पैसे भी खर्च करते हैं
if theres anyone who wants their life to look like this it would be me	अगर ऐसा कोई है जो अपनी ज़िंदगी को ऐसा बनाना चाहता है तो वो मैं हूँ
at any university	किसी विश्वविद्यालय में
and he again had to travel to the school	और उन्हें भी स्कूल जाना होता था
